Mod:Item:MetaData, Localized Name
gregtech:ore_rock_salt_0:0, Rock Salt Ore
gregtech:ore_rock_salt_0:1, Nether Rock Salt Ore
gregtech:ore_rock_salt_0:2, End Rock Salt Ore
gregtech:ore_ruby_0:0, Ruby Ore
gregtech:ore_ruby_0:1, Nether Ruby Ore
gregtech:ore_ruby_0:2, End Ruby Ore
gregtech:ore_salt_0:0, Salt Ore
gregtech:ore_salt_0:1, Nether Salt Ore
gregtech:ore_salt_0:2, End Salt Ore
gregtech:ore_saltpeter_0:0, Saltpeter Ore
gregtech:ore_saltpeter_0:1, Nether Saltpeter Ore
gregtech:ore_saltpeter_0:2, End Saltpeter Ore
gregtech:ore_sapphire_0:0, Sapphire Ore
gregtech:ore_sapphire_0:1, Nether Sapphire Ore
gregtech:ore_sapphire_0:2, End Sapphire Ore
gregtech:ore_scheelite_0:0, Scheelite Ore
gregtech:ore_scheelite_0:1, Nether Scheelite Ore
gregtech:ore_scheelite_0:2, End Scheelite Ore
gregtech:ore_sodalite_0:0, Sodalite Ore
gregtech:ore_sodalite_0:1, Nether Sodalite Ore
gregtech:ore_sodalite_0:2, End Sodalite Ore
gregtech:ore_tantalite_0:0, Tantalite Ore
gregtech:ore_tantalite_0:1, Nether Tantalite Ore
gregtech:ore_tantalite_0:2, End Tantalite Ore
gregtech:ore_spessartine_0:0, Spessartine Ore
gregtech:ore_spessartine_0:1, Nether Spessartine Ore
gregtech:ore_spessartine_0:2, End Spessartine Ore
gregtech:ore_sphalerite_0:0, Sphalerite Ore
gregtech:ore_sphalerite_0:1, Nether Sphalerite Ore
gregtech:ore_sphalerite_0:2, End Sphalerite Ore
gregtech:ore_stibnite_0:0, Stibnite Ore
gregtech:ore_stibnite_0:1, Nether Stibnite Ore
gregtech:ore_stibnite_0:2, End Stibnite Ore
gregtech:ore_tetrahedrite_0:0, Tetrahedrite Ore
gregtech:ore_tetrahedrite_0:1, Nether Tetrahedrite Ore
gregtech:ore_tetrahedrite_0:2, End Tetrahedrite Ore
gregtech:ore_topaz_0:0, Topaz Ore
gregtech:ore_topaz_0:1, Nether Topaz Ore
gregtech:ore_topaz_0:2, End Topaz Ore
gregtech:ore_tungstate_0:0, Tungstate Ore
gregtech:ore_tungstate_0:1, Nether Tungstate Ore
gregtech:ore_tungstate_0:2, End Tungstate Ore
gregtech:ore_uraninite_0:0, Uraninite Ore
gregtech:ore_uraninite_0:1, Nether Uraninite Ore
gregtech:ore_uraninite_0:2, End Uraninite Ore
gregtech:ore_wulfenite_0:0, Wulfenite Ore
gregtech:ore_wulfenite_0:1, Nether Wulfenite Ore
gregtech:ore_wulfenite_0:2, End Wulfenite Ore
gregtech:ore_yellow_limonite_0:0, Yellow Limonite Ore
gregtech:ore_yellow_limonite_0:1, Nether Yellow Limonite Ore
gregtech:ore_yellow_limonite_0:2, End Yellow Limonite Ore
gregtech:ore_nether_quartz_0:0, Nether Quartz Ore
gregtech:ore_nether_quartz_0:1, Nether Quartz Ore
gregtech:ore_nether_quartz_0:2, End Nether Quartz Ore
gregtech:ore_quartzite_0:0, Quartzite Ore
gregtech:ore_quartzite_0:1, Nether Quartzite Ore
gregtech:ore_quartzite_0:2, End Quartzite Ore
gregtech:ore_graphite_0:0, Graphite Ore
gregtech:ore_graphite_0:1, Nether Graphite Ore
gregtech:ore_graphite_0:2, End Graphite Ore
gregtech:ore_bornite_0:0, Bornite Ore
gregtech:ore_bornite_0:1, Nether Bornite Ore
gregtech:ore_bornite_0:2, End Bornite Ore
gregtech:ore_chalcocite_0:0, Chalcocite Ore
gregtech:ore_chalcocite_0:1, Nether Chalcocite Ore
gregtech:ore_chalcocite_0:2, End Chalcocite Ore
gregtech:ore_realgar_0:0, Realgar Ore
gregtech:ore_realgar_0:1, Nether Realgar Ore
gregtech:ore_realgar_0:2, End Realgar Ore
gregtech:ore_bastnasite_0:0, Bastnasite Ore
gregtech:ore_bastnasite_0:1, Nether Bastnasite Ore
gregtech:ore_bastnasite_0:2, End Bastnasite Ore
gregtech:ore_pentlandite_0:0, Pentlandite Ore
gregtech:ore_pentlandite_0:1, Nether Pentlandite Ore
gregtech:ore_pentlandite_0:2, End Pentlandite Ore
gregtech:ore_spodumene_0:0, Spodumene Ore
gregtech:ore_spodumene_0:1, Nether Spodumene Ore
gregtech:ore_spodumene_0:2, End Spodumene Ore
gregtech:ore_lepidolite_0:0, Lepidolite Ore
gregtech:ore_lepidolite_0:1, Nether Lepidolite Ore
gregtech:ore_lepidolite_0:2, End Lepidolite Ore
gregtech:ore_glauconite_sand_0:0, Glauconite Sand Ore
gregtech:ore_glauconite_sand_0:1, Nether Glauconite Sand Ore
gregtech:ore_glauconite_sand_0:2, End Glauconite Sand Ore
gregtech:ore_malachite_0:0, Malachite Ore
gregtech:ore_malachite_0:1, Nether Malachite Ore
gregtech:ore_malachite_0:2, End Malachite Ore
gregtech:ore_mica_0:0, Mica Ore
gregtech:ore_mica_0:1, Nether Mica Ore
gregtech:ore_mica_0:2, End Mica Ore
gregtech:ore_barite_0:0, Barite Ore
gregtech:ore_barite_0:1, Nether Barite Ore
gregtech:ore_barite_0:2, End Barite Ore
gregtech:ore_alunite_0:0, Alunite Ore
gregtech:ore_alunite_0:1, Nether Alunite Ore
gregtech:ore_alunite_0:2, End Alunite Ore
gregtech:ore_talc_0:0, Talc Ore
gregtech:ore_talc_0:1, Nether Talc Ore
gregtech:ore_talc_0:2, End Talc Ore
gregtech:ore_soapstone_0:0, Soapstone Ore
gregtech:ore_soapstone_0:1, Nether Soapstone Ore
gregtech:ore_soapstone_0:2, End Soapstone Ore
gregtech:ore_kyanite_0:0, Kyanite Ore
gregtech:ore_kyanite_0:1, Nether Kyanite Ore
gregtech:ore_kyanite_0:2, End Kyanite Ore
gregtech:ore_pyrochlore_0:0, Pyrochlore Ore
gregtech:ore_pyrochlore_0:1, Nether Pyrochlore Ore
gregtech:ore_pyrochlore_0:2, End Pyrochlore Ore
gregtech:ore_oilsands_0:0, Oilsands Ore
gregtech:ore_oilsands_0:1, Nether Oilsands Ore
gregtech:ore_oilsands_0:2, End Oilsands Ore
gregtech:ore_olivine_0:0, Olivine Ore
gregtech:ore_olivine_0:1, Nether Olivine Ore
gregtech:ore_olivine_0:2, End Olivine Ore
gregtech:ore_opal_0:0, Opal Ore
gregtech:ore_opal_0:1, Nether Opal Ore
gregtech:ore_opal_0:2, End Opal Ore
gregtech:ore_amethyst_0:0, Amethyst Ore
gregtech:ore_amethyst_0:1, Nether Amethyst Ore
gregtech:ore_amethyst_0:2, End Amethyst Ore
gregtech:ore_lapis_0:0, Lapis Ore
gregtech:ore_lapis_0:1, Nether Lapis Ore
gregtech:ore_lapis_0:2, End Lapis Ore
gregtech:ore_apatite_0:0, Apatite Ore
gregtech:ore_apatite_0:1, Nether Apatite Ore
gregtech:ore_apatite_0:2, End Apatite Ore
gregtech:ore_tricalcium_phosphate_0:0, Tricalcium Phosphate Ore
gregtech:ore_tricalcium_phosphate_0:1, Nether Tricalcium Phosphate Ore
gregtech:ore_tricalcium_phosphate_0:2, End Tricalcium Phosphate Ore
gregtech:ore_garnet_red_0:0, Red Garnet Ore
gregtech:ore_garnet_red_0:1, Nether Red Garnet Ore
gregtech:ore_garnet_red_0:2, End Red Garnet Ore
gregtech:ore_garnet_yellow_0:0, Yellow Garnet Ore
gregtech:ore_garnet_yellow_0:1, Nether Yellow Garnet Ore
gregtech:ore_garnet_yellow_0:2, End Yellow Garnet Ore
gregtech:ore_vanadium_magnetite_0:0, Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_0:1, Nether Vanadium Magnetite Ore
gregtech:ore_vanadium_magnetite_0:2, End Vanadium Magnetite Ore
gregtech:ore_pollucite_0:0, Pollucite Ore
gregtech:ore_pollucite_0:1, Nether Pollucite Ore
gregtech:ore_pollucite_0:2, End Pollucite Ore
gregtech:ore_bentonite_0:0, Bentonite Ore
gregtech:ore_bentonite_0:1, Nether Bentonite Ore
gregtech:ore_bentonite_0:2, End Bentonite Ore
gregtech:ore_fullers_earth_0:0, Fullers Earth Ore
gregtech:ore_fullers_earth_0:1, Nether Fullers Earth Ore
gregtech:ore_fullers_earth_0:2, End Fullers Earth Ore
gregtech:ore_pitchblende_0:0, Pitchblende Ore
gregtech:ore_pitchblende_0:1, Nether Pitchblende Ore
gregtech:ore_pitchblende_0:2, End Pitchblende Ore
gregtech:ore_monazite_0:0, Monazite Ore
gregtech:ore_monazite_0:1, Nether Monazite Ore
gregtech:ore_monazite_0:2, End Monazite Ore
gregtech:ore_trona_0:0, Trona Ore
gregtech:ore_trona_0:1, Nether Trona Ore
gregtech:ore_trona_0:2, End Trona Ore
gregtech:ore_gypsum_0:0, Gypsum Ore
gregtech:ore_gypsum_0:1, Nether Gypsum Ore
gregtech:ore_gypsum_0:2, End Gypsum Ore
gregtech:ore_zeolite_0:0, Zeolite Ore
gregtech:ore_zeolite_0:1, Nether Zeolite Ore
gregtech:ore_zeolite_0:2, End Zeolite Ore
gregtech:ore_redstone_0:0, Redstone Ore
gregtech:ore_redstone_0:1, Nether Redstone Ore
gregtech:ore_redstone_0:2, End Redstone Ore
gregtech:ore_electrotine_0:0, Electrotine Ore
gregtech:ore_electrotine_0:1, Nether Electrotine Ore
gregtech:ore_electrotine_0:2, End Electrotine Ore
gregtech:ore_diatomite_0:0, Diatomite Ore
gregtech:ore_diatomite_0:1, Nether Diatomite Ore
gregtech:ore_diatomite_0:2, End Diatomite Ore
gregtech:ore_granitic_mineral_sand_0:0, Granitic Mineral Sand Ore
gregtech:ore_granitic_mineral_sand_0:1, Nether Granitic Mineral Sand Ore
gregtech:ore_granitic_mineral_sand_0:2, End Granitic Mineral Sand Ore
gregtech:ore_garnet_sand_0:0, Garnet Sand Ore
gregtech:ore_garnet_sand_0:1, Nether Garnet Sand Ore
gregtech:ore_garnet_sand_0:2, End Garnet Sand Ore
gregtech:ore_basaltic_mineral_sand_0:0, Basaltic Mineral Sand Ore
gregtech:ore_basaltic_mineral_sand_0:1, Nether Basaltic Mineral Sand Ore
gregtech:ore_basaltic_mineral_sand_0:2, End Basaltic Mineral Sand Ore
gregtech:ore_gadolinite_0:0, Gadolinite Ore
gregtech:ore_gadolinite_0:1, Nether Gadolinite Ore
gregtech:ore_gadolinite_0:2, End Gadolinite Ore
gregtech:ore_zircon_0:0, Zircon Ore
gregtech:ore_zircon_0:1, Nether Zircon Ore
gregtech:ore_zircon_0:2, End Zircon Ore
gregtech:ore_precious_metal_0:0, Precious Metal Ore
gregtech:ore_precious_metal_0:1, Nether Precious Metal Ore
gregtech:ore_precious_metal_0:2, End Precious Metal Ore
gregtech:ore_columbite_0:0, Columbite Ore
gregtech:ore_columbite_0:1, Nether Columbite Ore
gregtech:ore_columbite_0:2, End Columbite Ore
gregtech:ore_celestine_0:0, Celestine Ore
gregtech:ore_celestine_0:1, Nether Celestine Ore
gregtech:ore_celestine_0:2, End Celestine Ore
retro_sophisticated_backpacks:backpack_leather, Leather Backpack
retro_sophisticated_backpacks:backpack_iron, Iron Backpack
retro_sophisticated_backpacks:backpack_gold, Gold Backpack
retro_sophisticated_backpacks:backpack_diamond, Diamond Backpack
retro_sophisticated_backpacks:backpack_obsidian, Obsidian Backpack
retro_sophisticated_backpacks:upgrade_base, Upgrade Base
retro_sophisticated_backpacks:stack_upgrade_starter_tier, Stack Upgrade Starter Tier
retro_sophisticated_backpacks:exponential_stack_upgrade, Exponential Stack Upgrade
retro_sophisticated_backpacks:stack_upgrade_tier_1, Stack Upgrade Tier 1
retro_sophisticated_backpacks:stack_upgrade_tier_2, Stack Upgrade Tier 2
retro_sophisticated_backpacks:stack_upgrade_tier_3, Stack Upgrade Tier 3
retro_sophisticated_backpacks:stack_upgrade_tier_4, Stack Upgrade Tier 4
retro_sophisticated_backpacks:crafting_upgrade, Crafting Upgrade
retro_sophisticated_backpacks:inception_upgrade, Inception Upgrade
retro_sophisticated_backpacks:pickup_upgrade, Pickup Upgrade
retro_sophisticated_backpacks:advanced_pickup_upgrade, Advanced Pickup Upgrade
retro_sophisticated_backpacks:feeding_upgrade, Feeding Upgrade
retro_sophisticated_backpacks:advanced_feeding_upgrade, Advanced Feeding Upgrade
retro_sophisticated_backpacks:deposit_upgrade, Deposit Upgrade
retro_sophisticated_backpacks:advanced_deposit_upgrade, Advanced Deposit Upgrade
retro_sophisticated_backpacks:restock_upgrade, Restock Upgrade
retro_sophisticated_backpacks:advanced_restock_upgrade, Advanced Restock Upgrade
retro_sophisticated_backpacks:filter_upgrade, Filter Upgrade
retro_sophisticated_backpacks:advanced_filter_upgrade, Advanced Filter Upgrade
gcym:unique_casing:0, Crushing Wheels
gcym:unique_casing:1, Slicing Blades
gcym:unique_casing:2, Electrolytic Cell
gcym:unique_casing:3, Heat Vent
gcym:unique_casing:4, Molybdenum Disilicide Coil Block
gcym:large_multiblock_casing:0, Secure Maceration Casing
gcym:large_multiblock_casing:1, High Temperature Smelting Casing
gcym:large_multiblock_casing:2, Large-Scale Assembler Casing
gcym:large_multiblock_casing:3, Stress Proof Casing
gcym:large_multiblock_casing:4, Corrosion Proof Casing
gcym:large_multiblock_casing:5, Vibration-Safe Casing
gcym:large_multiblock_casing:6, Watertight Casing
gcym:large_multiblock_casing:7, Shock Proof Cutting Casing
gcym:large_multiblock_casing:8, Nonconducting Casing
gcym:large_multiblock_casing:9, Reaction-Safe Mixing Casing
gcym:large_multiblock_casing:10, Laser-Safe Engraving Casing
gcym:large_multiblock_casing:11, Atomic Casing
gcym:large_multiblock_casing:12, Industrial Steam Casing
storagedrawers:upgrade_template, Upgrade Template
storagedrawers:upgrade_storage:0, Storage Upgrade (I)
storagedrawers:upgrade_storage:1, Storage Upgrade (II)
storagedrawers:upgrade_storage:2, Storage Upgrade (III)
storagedrawers:upgrade_storage:3, Storage Upgrade (IV)
storagedrawers:upgrade_storage:4, Storage Upgrade (V)
storagedrawers:upgrade_one_stack, Storage Downgrade
storagedrawers:upgrade_status:0, Status Upgrade (I)
storagedrawers:upgrade_status:1, Status Upgrade (II)
storagedrawers:upgrade_void, Void Upgrade
storagedrawers:upgrade_conversion, Conversion Upgrade
storagedrawers:upgrade_creative:0, Creative Storage Upgrade
storagedrawers:upgrade_creative:1, Creative Vending Upgrade
storagedrawers:upgrade_redstone:0, Redstone Upgrade
storagedrawers:upgrade_redstone:1, Redstone Max Upgrade
storagedrawers:upgrade_redstone:2, Redstone Min Upgrade
storagedrawers:drawer_key, Drawer Key
storagedrawers:shroud_key, Concealment Key
storagedrawers:personal_key, Personal Key
storagedrawers:quantify_key, Quantify Key
storagedrawers:tape, Packing Tape
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:keybutton:0, Drawer Key Button
storagedrawers:keybutton:1, Concealment Key Button
storagedrawers:keybutton:2, Personal Key Button
storagedrawers:keybutton:3, Quantify Key Button
storagedrawers:compdrawers, Compacting Drawer
storagedrawers:controller, Drawer Controller
storagedrawers:controllerslave, Controller Slave
storagedrawers:trim:0, Oak Trim
storagedrawers:trim:1, Spruce Trim
storagedrawers:trim:2, Birch Trim
storagedrawers:trim:3, Jungle Trim
storagedrawers:trim:4, Acacia Trim
storagedrawers:trim:5, Dark Oak Trim
storagedrawers:customdrawers:0, Framed Drawer
storagedrawers:customdrawers:1, Framed Drawers 1x2
storagedrawers:customdrawers:2, Framed Drawers 2x2
storagedrawers:customdrawers:3, Framed Half Drawers 1x2
storagedrawers:customdrawers:4, Framed Half Drawers 2x2
storagedrawers:customtrim, Framed Trim
storagedrawers:framingtable, Framing Table
gregtechfoodoption:gtfo_casing:0, Adobe Bricks
gregtechfoodoption:gtfo_casing:1, Reinforced Adobe Bricks
gregtechfoodoption:gtfo_casing:2, Porcelain Tile
gregtechfoodoption:gtfo_casing:3, Dark Porcelain Tile
gregtechfoodoption:gtfo_metal_casing:0, Food-Safe Bismuth Bronze Casing
gregtechfoodoption:gtfo_glass_casing:0, Greenhouse Glass
gregtechfoodoption:gtfo_leaves_0:0, Banana Leaves
gregtechfoodoption:gtfo_leaves_0:4, Orange Leaves
gregtechfoodoption:gtfo_leaves_0:8, Mango Leaves
gregtechfoodoption:gtfo_leaves_0:12, Apricot Leaves
gregtechfoodoption:gtfo_leaves_1:0, Lemon Leaves
gregtechfoodoption:gtfo_leaves_1:4, Lime Leaves
gregtechfoodoption:gtfo_leaves_1:8, Olive Leaves
gregtechfoodoption:gtfo_leaves_1:12, Rainbowwood Leaves
gregtechfoodoption:gtfo_leaves_2:0, Nutmeg Leaves
gregtechfoodoption:gtfo_leaves_2:4, Coconut Leaves
gregtechfoodoption:gtfo_log_0:0, Banana Pseudostem
gregtechfoodoption:gtfo_log_0:4, Orange Wood
gregtechfoodoption:gtfo_log_0:8, Mango Wood
gregtechfoodoption:gtfo_log_0:12, Apricot Wood
gregtechfoodoption:gtfo_log_1:0, Lemon Wood
gregtechfoodoption:gtfo_log_1:4, Lime Wood
gregtechfoodoption:gtfo_log_1:8, Olive Wood
gregtechfoodoption:gtfo_log_1:12, Rainbowwood Wood
gregtechfoodoption:gtfo_log_2:0, Nutmeg Wood
gregtechfoodoption:gtfo_log_2:4, Coconut Wood
gregtechfoodoption:gtfo_sapling_0:0, Banana Sapling
gregtechfoodoption:gtfo_sapling_0:2, Orange Sapling
gregtechfoodoption:gtfo_sapling_0:4, Mango Sapling
gregtechfoodoption:gtfo_sapling_0:6, Apricot Sapling
gregtechfoodoption:gtfo_sapling_0:8, Lemon Sapling
gregtechfoodoption:gtfo_sapling_0:10, Lime Sapling
gregtechfoodoption:gtfo_sapling_0:12, Olive Sapling
gregtechfoodoption:gtfo_sapling_0:14, Rainbowwood Sapling
gregtechfoodoption:gtfo_sapling_1:0, Nutmeg Sapling
gregtechfoodoption:gtfo_sapling_1:2, Coconut Sapling
gregtechfoodoption:gtfo_planks_0:0, Banana Planks
gregtechfoodoption:gtfo_planks_0:1, Orange Planks
gregtechfoodoption:gtfo_planks_0:2, Mango Planks
gregtechfoodoption:gtfo_planks_0:3, Apricot Planks
gregtechfoodoption:gtfo_planks_0:4, Lemon Planks
gregtechfoodoption:gtfo_planks_0:5, Lime Planks
gregtechfoodoption:gtfo_planks_0:6, Olive Planks
gregtechfoodoption:gtfo_planks_0:7, Rainbowwood Planks
gregtechfoodoption:gtfo_planks_0:8, Nutmeg Planks
gregtechfoodoption:gtfo_planks_0:9, Coconut Planks
gtb:gtb_explosive:0, Naquadria Charge
gtb:gtb_multiblock_casing:0, Climate Proof Casing
gtb:gtb_multiblock_casing:1, Quantum Casing
gtb:gtb_multiblock_casing:2, Quantum Glass
gtb:gtb_multiblock_casing:3, tile.gtb_multiblock_casing.perfectly_sealed_vacuum_casing.name
gtb:gtb_multiblock_casing:4, tile.gtb_multiblock_casing.engraver_casing.name
gtb:gtb_multiblock_casing:5, Substrate Casing
gtb:gtb_multiblock_casing:6, Basic Structural Casing
gtb:gtb_multiblock_casing:7, Advanced Substrate Casing
gtb:gtb_multiblock_casing:8, Vacuum Furnace Casing
gtb:gtb_multiblock_casing:9, Silicon Carbide Casing
gtb:gtb_multiblock_casing:10, Biologically Sterile Casing
gtb:gtb_multiblock_casing:11, Fullerene Polymer Tetrix Casing
gtb:gtb_multiblock_casing:12, Gravity Separator Rotor Block
gtb:gtb_multiblock_active_casing:0, Dimensional Casing
gtb:gtb_multiblock_active_casing:1, Field Generator Casing
gtb:gtb_multiblock_active_casing:2, High Energy Coil
gtb:gtb_wire_coil:0, Temporally Constrained Anti-Matter Coil Block
gtb:gtb_wire_coil:1, Cataclysm Induced Mixed-Matter Coil Block
gtb:gtb_wire_coil:2, HSS-S Coil Block
gtb:gtb_wire_coil:3, Naquadah Alloy Coil Block
gtb:gtb_wire_coil:4, Awakened Draconium Coil Block
gtb:gtb_wire_coil:5, Adamantium Coil Block
gtb:gtb_wire_coil:6, Pikyonium Coil Block
gtb:gtb_wire_coil:7, Cosmic Neutronium Coil Block
gtb:gtb_wire_coil:8, Infinity Coil Block
gtb:gtb_wire_coil:9, Eternal Coil Block
gtb:crucible:0, Quartz Crucible
gtb:crucible:1, Tungsten Crucible
gtb:crucible:2, Graphite Crucible
gtb:crucible:3, Boron Nitride Crucible
gtb:cooling_coil:0, Silver Alloy Cooling Coil
ironchest:iron_gold_chest_upgrade, Iron to Gold Chest Upgrade
ironchest:gold_diamond_chest_upgrade, Gold to Diamond Chest Upgrade
ironchest:copper_silver_chest_upgrade, Copper to Silver Chest Upgrade
ironchest:silver_gold_chest_upgrade, Silver to Gold Chest Upgrade
ironchest:copper_iron_chest_upgrade, Copper to Iron Chest Upgrade
ironchest:diamond_crystal_chest_upgrade, Diamond to Crystal Chest Upgrade
ironchest:wood_iron_chest_upgrade, Wood to Iron Chest Upgrade
ironchest:wood_copper_chest_upgrade, Wood to Copper Chest Upgrade
ironchest:diamond_obsidian_chest_upgrade, Diamond to Obsidian Chest Upgrade
ironchest:iron_gold_shulker_upgrade, Iron to Gold Shulker Box Upgrade
ironchest:gold_diamond_shulker_upgrade, Gold to Diamond Shulker Box Upgrade
ironchest:copper_silver_shulker_upgrade, Copper to Silver Shulker Box Upgrade
ironchest:silver_gold_shulker_upgrade, Silver to Gold Shulker Box Upgrade
ironchest:copper_iron_shulker_upgrade, Copper to Iron Shulker Box Upgrade
ironchest:diamond_crystal_shulker_upgrade, Diamond to Crystal Shulker Box Upgrade
ironchest:vanilla_iron_shulker_upgrade, Vanilla to Iron Shulker Box Upgrade
ironchest:vanilla_copper_shulker_upgrade, Vanilla to Copper Shulker Box Upgrade
ironchest:diamond_obsidian_shulker_upgrade, Diamond to Obsidian Shulker Box Upgrade
ironchest:iron_chest:0, Iron Chest
ironchest:iron_chest:1, Gold Chest
ironchest:iron_chest:2, Diamond Chest
ironchest:iron_chest:3, Copper Chest
ironchest:iron_chest:4, Silver Chest
ironchest:iron_chest:5, Crystal Chest
ironchest:iron_chest:6, Obsidian Chest
ironchest:iron_chest:7, DirtChest 9000!
ironchest:iron_shulker_box_white:0, White Iron Shulker Box
ironchest:iron_shulker_box_white:1, White Gold Shulker Box
ironchest:iron_shulker_box_white:2, White Diamond Shulker Box
ironchest:iron_shulker_box_white:3, White Copper Shulker Box
ironchest:iron_shulker_box_white:4, White Silver Shulker Box
ironchest:iron_shulker_box_white:5, White Crystal Shulker Box
ironchest:iron_shulker_box_white:6, White Obsidian Shulker Box
ironchest:iron_shulker_box_orange:0, Orange Iron Shulker Box
ironchest:iron_shulker_box_orange:1, Orange Gold Shulker Box
ironchest:iron_shulker_box_orange:2, Orange Diamond Shulker Box
ironchest:iron_shulker_box_orange:3, Orange Copper Shulker Box
ironchest:iron_shulker_box_orange:4, Orange Silver Shulker Box
ironchest:iron_shulker_box_orange:5, Orange Crystal Shulker Box
ironchest:iron_shulker_box_orange:6, Orange Obsidian Shulker Box
ironchest:iron_shulker_box_magenta:0, Magenta Iron Shulker Box
ironchest:iron_shulker_box_magenta:1, Magenta Gold Shulker Box
ironchest:iron_shulker_box_magenta:2, Magenta Diamond Shulker Box
ironchest:iron_shulker_box_magenta:3, Magenta Copper Shulker Box
ironchest:iron_shulker_box_magenta:4, Magenta Silver Shulker Box
ironchest:iron_shulker_box_magenta:5, Magenta Crystal Shulker Box
ironchest:iron_shulker_box_magenta:6, Magenta Obsidian Shulker Box
ironchest:iron_shulker_box_light_blue:0, Light Blue Iron Shulker Box
ironchest:iron_shulker_box_light_blue:1, Light Blue Gold Shulker Box
ironchest:iron_shulker_box_light_blue:2, Light Blue Diamond Shulker Box
ironchest:iron_shulker_box_light_blue:3, Light Blue Copper Shulker Box
ironchest:iron_shulker_box_light_blue:4, Light Blue Silver Shulker Box
ironchest:iron_shulker_box_light_blue:5, Light Blue Crystal Shulker Box
ironchest:iron_shulker_box_light_blue:6, Light Blue Obsidian Shulker Box
ironchest:iron_shulker_box_yellow:0, Yellow Iron Shulker Box
ironchest:iron_shulker_box_yellow:1, Yellow Gold Shulker Box
ironchest:iron_shulker_box_yellow:2, Yellow Diamond Shulker Box
ironchest:iron_shulker_box_yellow:3, Yellow Copper Shulker Box
ironchest:iron_shulker_box_yellow:4, Yellow Silver Shulker Box
ironchest:iron_shulker_box_yellow:5, Yellow Crystal Shulker Box
ironchest:iron_shulker_box_yellow:6, Yellow Obsidian Shulker Box
ironchest:iron_shulker_box_lime:0, Lime Iron Shulker Box
ironchest:iron_shulker_box_lime:1, Lime Gold Shulker Box
ironchest:iron_shulker_box_lime:2, Lime Diamond Shulker Box
ironchest:iron_shulker_box_lime:3, Lime Copper Shulker Box
ironchest:iron_shulker_box_lime:4, Lime Silver Shulker Box
ironchest:iron_shulker_box_lime:5, Lime Crystal Shulker Box
ironchest:iron_shulker_box_lime:6, Lime Obsidian Shulker Box
ironchest:iron_shulker_box_pink:0, Pink Iron Shulker Box
ironchest:iron_shulker_box_pink:1, Pink Gold Shulker Box
ironchest:iron_shulker_box_pink:2, Pink Diamond Shulker Box
ironchest:iron_shulker_box_pink:3, Pink Copper Shulker Box
ironchest:iron_shulker_box_pink:4, Pink Silver Shulker Box
ironchest:iron_shulker_box_pink:5, Pink Crystal Shulker Box
ironchest:iron_shulker_box_pink:6, Pink Obsidian Shulker Box
ironchest:iron_shulker_box_gray:0, Gray Iron Shulker Box
ironchest:iron_shulker_box_gray:1, Gray Gold Shulker Box
ironchest:iron_shulker_box_gray:2, Gray Diamond Shulker Box
ironchest:iron_shulker_box_gray:3, Gray Copper Shulker Box
ironchest:iron_shulker_box_gray:4, Gray Silver Shulker Box
ironchest:iron_shulker_box_gray:5, Gray Crystal Shulker Box
ironchest:iron_shulker_box_gray:6, Gray Obsidian Shulker Box
ironchest:iron_shulker_box_silver:0, Light Gray Iron Shulker Box
ironchest:iron_shulker_box_silver:1, Light Gray Gold Shulker Box
ironchest:iron_shulker_box_silver:2, Light Gray Diamond Shulker Box
ironchest:iron_shulker_box_silver:3, Light Gray Copper Shulker Box
ironchest:iron_shulker_box_silver:4, Light Gray Silver Shulker Box
ironchest:iron_shulker_box_silver:5, Light Gray Crystal Shulker Box
ironchest:iron_shulker_box_silver:6, Light Gray Obsidian Shulker Box
ironchest:iron_shulker_box_cyan:0, Cyan Iron Shulker Box
